Debt_ID,Business_ID,Lender,Loan_Type,Principal_Amount,Outstanding_Amount,Interest_Rate(%),Monthly_Installment,Due_Date,Status,Collateral,Risk_Score,Optimization_Strategy
DEBTX00665,SMB526,NBFC Capital,Mortgage Loan,841241,346635,27.15,14490,2025-04-01,Current,Yes,32,Refinancing
DEBTX00666,SMB521,Bank Z,Mortgage Loan,614059,499880,11.49,25703,2025-06-13,Closed,Yes,65,Consolidation
DEBTX00667,SMB515,Bank Z,Credit Line,699711,318525,18.83,14610,2025-05-28,Defaulted,Yes,57,Refinancing
DEBTX00668,SMB550,Private Financier,Term Loan,942190,61393,16.75,6581,2026-05-03,Defaulted,Yes,56,Negotiation
DEBTX00669,SMB535,Bank Y,Working Capital,232350,55306,20.56,3289,2025-06-13,Overdue,No,32,Negotiation
DEBTX00670,SMB523,Private Financier,Equipment Loan,873373,108105,11.64,10919,2025-02-10,Defaulted,Yes,69,Refinancing
DEBTX00671,SMB539,NBFC Capital,Term Loan,396218,182134,15.66,15747,2026-02-06,Current,No,64,Snowball
DEBTX00672,SMB525,Bank Z,Credit Line,75892,13040,26.74,1133,2025-05-02,Closed,No,75,Refinancing
DEBTX00673,SMB548,Bank Z,Working Capital,167766,67526,20.91,2203,2025-05-08,Defaulted,No,44,Negotiation
DEBTX00674,SMB531,Private Financier,Credit Line,854510,509429,26.53,51911,2025-10-19,Closed,Yes,33,Refinancing
DEBTX00675,SMB521,Private Financier,Working Capital,652148,64015,39.79,6722,2026-01-27,Overdue,Yes,87,Consolidation
DEBTX00676,SMB505,NBFC Capital,Mortgage Loan,950648,780649,11.6,62711,2026-01-24,Overdue,Yes,34,Refinancing
DEBTX00677,SMB508,Private Financier,Term Loan,438874,37362,24.85,3737,2025-05-26,Overdue,Yes,60,Negotiation
DEBTX00678,SMB522,Bank X,Term Loan,1105416,563829,21.12,21367,2025-11-26,Overdue,Yes,37,Negotiation
DEBTX00679,SMB545,Bank Y,Working Capital,482987,482987,16.47,23036,2025-07-11,Defaulted,Yes,98,Negotiation
DEBTX00680,SMB531,Bank X,Term Loan,810829,685792,21.21,72228,2026-01-16,Overdue,Yes,63,Refinancing
DEBTX00681,SMB506,Bank Z,Credit Line,513731,182634,44.2,16795,2026-01-25,Overdue,Yes,91,Consolidation
DEBTX00682,SMB536,Bank Y,Equipment Loan,421402,147537,9.48,10637,2025-11-15,Defaulted,Yes,52,Refinancing
DEBTX00683,SMB543,Bank Y,Term Loan,88246,68235,13.58,2833,2025-07-02,Overdue,Yes,73,Refinancing
DEBTX00684,SMB506,Bank X,Equipment Loan,1056644,201437,13.01,11610,2025-04-03,Overdue,Yes,74,Negotiation
DEBTX00685,SMB524,Bank Z,Working Capital,1027853,456536,17.72,35377,2026-01-29,Closed,Yes,79,Avalanche
DEBTX00686,SMB533,Bank Y,Equipment Loan,1082288,694492,9.45,80992,2026-05-11,Overdue,Yes,73,Consolidation
DEBTX00687,SMB526,NBFC Capital,Term Loan,613785,141731,16.44,13034,2026-04-11,Closed,Yes,29,Snowball
DEBTX00688,SMB505,Bank X,Mortgage Loan,810317,422087,27.21,34896,2025-03-10,Closed,Yes,29,Refinancing
DEBTX00689,SMB537,Bank X,Credit Line,129038,43473,7.16,4900,2025-10-12,Closed,Yes,65,Refinancing
DEBTX00690,SMB536,NBFC Capital,Mortgage Loan,936926,619897,6.8,45278,2025-06-25,Closed,Yes,60,Snowball
DEBTX00691,SMB544,Bank Z,Mortgage Loan,906241,368309,10.91,22827,2025-05-08,Current,Yes,41,Snowball
DEBTX00692,SMB529,NBFC Capital,Working Capital,701728,298077,38.3,20945,2025-05-28,Overdue,Yes,93,Consolidation
DEBTX00693,SMB515,Bank Z,Credit Line,1026657,12783,24.55,410,2025-02-22,Defaulted,Yes,75,Negotiation
DEBTX00694,SMB535,NBFC Capital,Equipment Loan,241535,35774,24.77,4272,2026-05-08,Closed,Yes,53,Refinancing
DEBTX00695,SMB509,NBFC Capital,Working Capital,909579,786368,25.74,78039,2025-12-12,Current,Yes,53,Refinancing
DEBTX00696,SMB501,Bank Y,Working Capital,1099024,174741,12.42,13413,2025-11-05,Current,Yes,76,Avalanche
DEBTX00697,SMB502,NBFC Capital,Term Loan,82142,33404,19.66,3716,2026-01-08,Current,Yes,28,Avalanche
DEBTX00698,SMB509,Bank Y,Mortgage Loan,565903,375417,9.15,36819,2025-12-10,Overdue,Yes,68,Refinancing
DEBTX00699,SMB514,Bank Y,Term Loan,1098767,128629,8.39,9729,2025-02-02,Closed,Yes,72,Avalanche
DEBTX00700,SMB532,NBFC Capital,Working Capital,664308,33487,13.25,3941,2025-12-12,Overdue,Yes,72,Refinancing
DEBTX00701,SMB528,Bank Z,Working Capital,1126032,1126032,10.19,103621,2025-12-14,Defaulted,Yes,98,Negotiation
DEBTX00702,SMB524,Private Financier,Term Loan,492444,473521,14.81,27624,2025-03-31,Closed,Yes,63,Avalanche
DEBTX00703,SMB524,Bank Z,Term Loan,880458,786709,14.71,80919,2025-02-26,Defaulted,Yes,48,Consolidation
DEBTX00704,SMB532,Private Financier,Credit Line,1057224,187511,15.96,16786,2025-12-05,Defaulted,Yes,28,Refinancing
DEBTX00705,SMB525,NBFC Capital,Credit Line,251910,105493,16.03,11257,2025-11-21,Current,Yes,75,Consolidation
DEBTX00706,SMB542,Bank Y,Mortgage Loan,790003,782820,7.34,26069,2025-05-12,Defaulted,Yes,33,Refinancing
DEBTX00707,SMB524,Bank Z,Working Capital,487098,445123,11.07,45993,2025-07-16,Closed,Yes,81,Avalanche
DEBTX00708,SMB547,Private Financier,Working Capital,473982,194598,13.28,22971,2025-06-05,Current,Yes,38,Snowball
DEBTX00709,SMB535,Bank Z,Mortgage Loan,442302,272741,23.98,23297,2025-04-06,Overdue,Yes,68,Consolidation
DEBTX00710,SMB521,Bank Y,Equipment Loan,837824,281930,20.22,13062,2025-01-13,Defaulted,Yes,59,Negotiation
DEBTX00711,SMB539,NBFC Capital,Working Capital,1124962,411570,26.18,22661,2025-08-21,Defaulted,Yes,54,Consolidation
DEBTX00712,SMB504,Bank Y,Term Loan,717875,687049,10.78,48814,2026-03-26,Current,Yes,80,Avalanche
DEBTX00713,SMB541,Bank Y,Working Capital,735008,76988,12.03,7538,2025-08-08,Closed,Yes,65,Refinancing
DEBTX00714,SMB548,Private Financier,Equipment Loan,345193,22392,14.24,1973,2025-04-06,Closed,Yes,58,Consolidation
DEBTX00715,SMB512,Bank Z,Credit Line,801653,565942,16.86,56715,2026-03-31,Overdue,Yes,81,Consolidation
DEBTX00716,SMB509,Private Financier,Mortgage Loan,305507,25113,8.89,1241,2025-11-05,Overdue,No,81,Negotiation
DEBTX00717,SMB523,Bank Y,Term Loan,473528,323420,10.64,25640,2025-08-12,Closed,Yes,30,Snowball
DEBTX00718,SMB534,Private Financier,Credit Line,858290,187430,11.29,14833,2025-10-20,Current,Yes,46,Snowball
DEBTX00719,SMB547,NBFC Capital,Equipment Loan,788216,152717,8.43,8626,2025-09-03,Defaulted,Yes,71,Consolidation
DEBTX00720,SMB507,Private Financier,Working Capital,566990,180649,12.11,10748,2025-07-12,Overdue,Yes,65,Consolidation
DEBTX00721,SMB546,Private Financier,Working Capital,964295,158394,26.05,8891,2026-03-16,Defaulted,Yes,43,Refinancing
DEBTX00722,SMB521,Bank Z,Working Capital,273463,266500,6.35,26917,2025-01-30,Overdue,No,71,Refinancing
DEBTX00723,SMB505,NBFC Capital,Working Capital,1179506,315020,22.34,11110,2026-04-01,Closed,Yes,46,Refinancing
DEBTX00724,SMB537,Bank Z,Mortgage Loan,1131567,762220,21.3,80503,2025-11-30,Closed,Yes,39,Consolidation
DEBTX00725,SMB550,Bank X,Credit Line,346197,56940,23.79,6204,2025-06-28,Closed,Yes,38,Refinancing
DEBTX00726,SMB501,NBFC Capital,Credit Line,844667,304049,10.81,11758,2026-05-15,Overdue,Yes,49,Refinancing
DEBTX00727,SMB510,NBFC Capital,Mortgage Loan,840713,311841,15.18,17526,2026-03-08,Overdue,Yes,30,Refinancing
DEBTX00728,SMB504,Bank X,Credit Line,487965,155573,22.42,4688,2025-04-18,Overdue,Yes,56,Consolidation
DEBTX00729,SMB530,Private Financier,Mortgage Loan,853187,22259,15.88,1765,2026-02-10,Overdue,Yes,31,Consolidation
DEBTX00730,SMB510,Private Financier,Credit Line,851870,525103,16.6,35721,2025-07-16,Overdue,Yes,64,Negotiation
DEBTX00731,SMB514,Bank Y,Term Loan,229365,121206,23.11,7815,2026-04-10,Defaulted,No,28,Negotiation
DEBTX00732,SMB510,NBFC Capital,Credit Line,309050,236378,16.06,17902,2026-04-28,Closed,No,57,Negotiation
DEBTX00733,SMB511,NBFC Capital,Credit Line,742391,553288,26.25,19273,2025-11-28,Overdue,Yes,47,Refinancing
DEBTX00734,SMB543,Private Financier,Working Capital,777594,361478,18.0,17312,2026-05-04,Defaulted,Yes,83,Negotiation
DEBTX00735,SMB503,Private Financier,Equipment Loan,526689,63422,8.81,3873,2026-03-22,Defaulted,Yes,62,Negotiation
DEBTX00736,SMB521,Private Financier,Mortgage Loan,580888,73426,13.99,3864,2025-08-06,Closed,Yes,37,Avalanche
DEBTX00737,SMB510,Bank X,Term Loan,276217,20492,38.02,1769,2025-08-13,Overdue,No,88,Negotiation
DEBTX00738,SMB504,Bank X,Equipment Loan,974410,968222,17.09,96391,2025-10-04,Defaulted,Yes,73,Refinancing
DEBTX00739,SMB550,Private Financier,Term Loan,1068261,487076,7.55,38135,2025-04-03,Closed,Yes,74,Consolidation
DEBTX00740,SMB545,Bank Y,Mortgage Loan,537228,456986,6.88,33051,2026-04-03,Closed,Yes,59,Snowball
DEBTX00741,SMB533,Private Financier,Working Capital,76150,65356,10.34,7483,2026-03-05,Closed,Yes,57,Refinancing
DEBTX00742,SMB539,NBFC Capital,Equipment Loan,78707,52854,7.47,2959,2025-09-23,Defaulted,Yes,58,Refinancing
DEBTX00743,SMB508,Bank Y,Mortgage Loan,152325,80420,20.54,6543,2026-02-27,Defaulted,No,53,Negotiation
DEBTX00744,SMB502,Private Financier,Credit Line,460203,262333,24.31,10195,2025-05-02,Overdue,Yes,67,Refinancing
DEBTX00745,SMB526,Private Financier,Working Capital,354141,190946,8.69,6633,2026-03-20,Defaulted,No,63,Negotiation
DEBTX00746,SMB548,Private Financier,Credit Line,1002639,366038,12.83,24486,2026-01-31,Defaulted,Yes,65,Refinancing
DEBTX00747,SMB523,Bank Z,Equipment Loan,1055985,512639,15.27,41316,2025-12-19,Overdue,Yes,36,Negotiation
DEBTX00748,SMB511,Bank Z,Working Capital,421403,366396,26.86,35867,2025-06-18,Current,Yes,59,Refinancing
DEBTX00749,SMB550,Bank Z,Credit Line,763783,661277,7.6,68850,2026-04-08,Overdue,Yes,27,Consolidation
DEBTX00750,SMB514,Bank Y,Mortgage Loan,198316,96715,16.52,4638,2025-12-18,Current,Yes,84,Avalanche
DEBTX00751,SMB550,Bank Y,Mortgage Loan,379523,120145,19.91,14327,2025-05-24,Closed,Yes,72,Avalanche
DEBTX00752,SMB501,Private Financier,Equipment Loan,113501,12199,16.57,1113,2025-12-24,Defaulted,No,69,Negotiation
DEBTX00753,SMB549,NBFC Capital,Equipment Loan,555751,37411,19.34,3233,2025-02-23,Closed,Yes,31,Avalanche
DEBTX00754,SMB530,NBFC Capital,Credit Line,1048043,762779,12.0,40957,2026-02-10,Overdue,Yes,76,Consolidation
DEBTX00755,SMB543,Private Financier,Credit Line,815314,749438,11.24,51139,2025-09-24,Closed,Yes,69,Avalanche
DEBTX00756,SMB542,Private Financier,Working Capital,106617,27197,19.21,1180,2025-02-14,Current,No,35,Consolidation
DEBTX00757,SMB513,NBFC Capital,Mortgage Loan,449249,424627,11.06,39823,2026-03-18,Current,Yes,29,Consolidation
DEBTX00758,SMB546,NBFC Capital,Term Loan,1180103,76027,27.96,4842,2026-05-14,Closed,Yes,29,Refinancing
DEBTX00759,SMB526,Private Financier,Credit Line,848953,290778,26.38,13075,2025-07-22,Defaulted,Yes,83,Negotiation
DEBTX00760,SMB514,Bank Y,Term Loan,632726,584110,31.26,58896,2025-12-09,Overdue,Yes,86,Refinancing
DEBTX00761,SMB503,Private Financier,Working Capital,1188938,485124,15.27,27989,2025-01-31,Current,Yes,62,Negotiation
DEBTX00762,SMB503,Bank Y,Working Capital,681908,464424,25.52,20834,2026-03-21,Closed,Yes,71,Refinancing
DEBTX00763,SMB502,Bank Y,Credit Line,327025,172154,9.43,7122,2026-05-08,Closed,No,55,Refinancing
DEBTX00764,SMB506,NBFC Capital,Mortgage Loan,529646,40484,17.87,3422,2026-03-21,Current,Yes,82,Avalanche
DEBTX00765,SMB547,Bank Z,Term Loan,922278,591736,10.34,53141,2026-05-08,Current,Yes,69,Negotiation
DEBTX00766,SMB550,Bank X,Working Capital,367090,154483,21.2,10597,2025-05-07,Current,No,35,Avalanche
DEBTX00767,SMB511,NBFC Capital,Term Loan,1036216,468272,24.85,42912,2025-03-22,Defaulted,Yes,54,Refinancing
DEBTX00768,SMB546,Bank Y,Working Capital,663531,203256,27.44,7221,2025-01-08,Defaulted,Yes,64,Consolidation
DEBTX00769,SMB532,Bank Y,Equipment Loan,936168,787061,10.77,61897,2025-10-07,Overdue,Yes,72,Negotiation
DEBTX00770,SMB522,Bank X,Equipment Loan,577822,365057,26.62,21657,2025-06-19,Current,Yes,25,Refinancing
DEBTX00771,SMB526,Private Financier,Equipment Loan,74352,29418,9.47,3386,2025-08-06,Current,Yes,79,Avalanche
DEBTX00772,SMB516,Bank Z,Working Capital,1040921,834432,22.56,50053,2026-04-15,Current,Yes,72,Refinancing
DEBTX00773,SMB506,Private Financier,Term Loan,235983,27500,26.44,2145,2026-04-02,Defaulted,Yes,28,Refinancing
DEBTX00774,SMB545,Bank X,Credit Line,1090613,741033,22.66,64850,2025-10-26,Closed,Yes,48,Refinancing
DEBTX00775,SMB502,NBFC Capital,Credit Line,470894,128527,27.79,10835,2026-03-08,Defaulted,Yes,39,Refinancing
DEBTX00776,SMB524,Bank Y,Credit Line,879196,833064,26.54,45612,2025-09-04,Defaulted,Yes,54,Consolidation
DEBTX00777,SMB536,NBFC Capital,Mortgage Loan,277728,140215,25.5,11631,2025-06-03,Current,Yes,66,Refinancing
DEBTX00778,SMB542,Bank X,Credit Line,613006,43234,28.0,2524,2025-04-16,Overdue,Yes,48,Refinancing
DEBTX00779,SMB539,Private Financier,Term Loan,731198,717028,18.7,72623,2025-06-25,Closed,Yes,35,Refinancing
DEBTX00780,SMB530,NBFC Capital,Term Loan,1180070,1116331,20.01,125479,2025-07-22,Closed,Yes,48,Consolidation
DEBTX00781,SMB550,Private Financier,Credit Line,734501,636307,10.04,46293,2026-01-27,Defaulted,Yes,51,Consolidation
DEBTX00782,SMB532,Bank Z,Credit Line,721581,44340,10.5,4512,2025-02-01,Overdue,Yes,54,Negotiation
DEBTX00783,SMB543,Bank X,Working Capital,1161894,418737,14.0,43864,2025-11-20,Closed,Yes,44,Refinancing
DEBTX00784,SMB511,Bank Y,Credit Line,736326,72614,19.7,6591,2025-07-08,Current,Yes,73,Consolidation
DEBTX00785,SMB513,Bank Y,Working Capital,812655,408453,25.05,25999,2026-05-16,Closed,Yes,48,Refinancing
DEBTX00786,SMB509,Bank X,Mortgage Loan,729465,440823,20.32,47996,2025-05-06,Closed,Yes,80,Avalanche
DEBTX00787,SMB509,Bank Z,Credit Line,951374,71040,23.85,2608,2025-08-02,Overdue,Yes,25,Negotiation
DEBTX00788,SMB536,Private Financier,Credit Line,1091828,827348,35.55,42468,2025-03-05,Overdue,Yes,93,Refinancing
DEBTX00789,SMB546,Bank Z,Working Capital,1006853,419535,26.02,29965,2026-04-22,Overdue,Yes,79,Refinancing
DEBTX00790,SMB541,Bank Z,Term Loan,709197,412821,21.0,27105,2025-08-01,Overdue,Yes,47,Refinancing
DEBTX00791,SMB504,Bank Y,Credit Line,576251,367051,22.32,36880,2025-12-30,Current,Yes,58,Refinancing
DEBTX00792,SMB545,Bank X,Equipment Loan,848581,345613,11.32,27552,2026-04-22,Current,Yes,72,Snowball
DEBTX00793,SMB547,Bank Y,Credit Line,93679,22265,8.08,1042,2025-05-22,Defaulted,No,81,Refinancing
DEBTX00794,SMB530,Bank Y,Mortgage Loan,123889,123889,15.62,4694,2025-03-01,Defaulted,Yes,98,Negotiation
DEBTX00795,SMB501,Bank Y,Working Capital,811698,811698,21.14,17920,2025-01-31,Defaulted,Yes,98,Negotiation
DEBTX00796,SMB517,Bank Y,Equipment Loan,250399,97258,33.44,6707,2025-06-05,Overdue,Yes,92,Negotiation
DEBTX00797,SMB549,Bank Y,Credit Line,902725,171272,11.3,15672,2025-08-22,Overdue,Yes,42,Consolidation
DEBTX00798,SMB512,Bank X,Term Loan,523891,249423,7.94,17968,2025-06-04,Closed,Yes,52,Negotiation
DEBTX00799,SMB525,NBFC Capital,Equipment Loan,279144,116431,8.95,6073,2025-08-22,Defaulted,Yes,74,Negotiation
DEBTX00800,SMB529,Private Financier,Equipment Loan,1100075,659404,7.74,59782,2025-11-04,Defaulted,Yes,68,Refinancing
DEBTX00801,SMB523,NBFC Capital,Mortgage Loan,966164,385532,16.44,38705,2025-08-14,Current,Yes,57,Snowball
DEBTX00802,SMB506,Bank X,Term Loan,615916,33681,23.05,3453,2025-08-12,Current,Yes,43,Refinancing
DEBTX00803,SMB530,Private Financier,Mortgage Loan,240279,185265,23.85,9897,2025-07-26,Overdue,Yes,82,Refinancing
DEBTX00804,SMB524,Bank X,Equipment Loan,819184,721626,15.13,27816,2026-05-01,Closed,Yes,52,Avalanche
DEBTX00805,SMB516,Private Financier,Mortgage Loan,805472,447070,23.28,45160,2025-08-28,Current,Yes,66,Refinancing
DEBTX00806,SMB517,Bank X,Equipment Loan,623274,547982,25.98,60696,2025-12-06,Closed,Yes,39,Refinancing
DEBTX00807,SMB515,Bank Z,Credit Line,819546,239276,26.65,21212,2026-01-14,Overdue,Yes,48,Refinancing
DEBTX00808,SMB512,Bank Y,Working Capital,484845,10755,20.81,1061,2025-03-01,Closed,Yes,28,Consolidation
DEBTX00809,SMB537,NBFC Capital,Mortgage Loan,317235,248825,24.71,23152,2025-07-19,Overdue,Yes,74,Consolidation
DEBTX00810,SMB527,Bank Z,Equipment Loan,1159664,1084984,14.84,75324,2025-12-25,Defaulted,Yes,82,Refinancing
DEBTX00811,SMB530,Private Financier,Credit Line,875466,323574,8.29,28234,2026-02-12,Current,Yes,67,Snowball
DEBTX00812,SMB527,Bank Z,Term Loan,943795,454515,20.26,41904,2025-05-07,Current,Yes,39,Snowball
DEBTX00813,SMB520,NBFC Capital,Term Loan,939883,917584,11.8,35031,2025-10-10,Closed,Yes,81,Avalanche
DEBTX00814,SMB549,Bank Z,Working Capital,1158781,226593,19.85,19818,2025-03-28,Overdue,Yes,82,Negotiation
DEBTX00815,SMB513,Bank Y,Credit Line,453660,256493,9.72,22103,2025-05-28,Closed,Yes,31,Consolidation
DEBTX00816,SMB518,NBFC Capital,Term Loan,92842,84885,11.61,7993,2025-11-01,Defaulted,No,43,Consolidation
DEBTX00817,SMB536,Bank X,Credit Line,644494,317220,21.38,24517,2025-05-22,Overdue,Yes,28,Refinancing
DEBTX00818,SMB532,Private Financier,Mortgage Loan,1075209,273734,10.73,16285,2025-03-28,Current,Yes,39,Avalanche
DEBTX00819,SMB535,Bank X,Credit Line,132310,77794,25.39,8202,2025-09-08,Defaulted,Yes,59,Negotiation
DEBTX00820,SMB527,Bank X,Credit Line,909276,604635,24.19,43343,2025-04-04,Defaulted,Yes,27,Negotiation
DEBTX00821,SMB521,Bank Y,Credit Line,272550,199785,9.44,20976,2026-02-17,Defaulted,No,71,Negotiation
DEBTX00822,SMB549,Bank Y,Mortgage Loan,860181,261998,17.49,15230,2025-01-03,Closed,Yes,53,Consolidation
DEBTX00823,SMB508,Bank X,Working Capital,792633,671262,12.29,69958,2026-04-09,Defaulted,Yes,64,Refinancing
DEBTX00824,SMB546,Bank Y,Equipment Loan,140466,99643,15.28,6356,2025-09-14,Overdue,No,75,Consolidation
DEBTX00825,SMB528,NBFC Capital,Working Capital,185740,49901,7.27,1640,2026-01-22,Overdue,No,60,Negotiation
DEBTX00826,SMB545,Bank Y,Term Loan,535319,520173,20.13,25418,2025-05-30,Overdue,Yes,26,Refinancing
DEBTX00827,SMB518,NBFC Capital,Mortgage Loan,230537,151990,21.89,9626,2025-01-24,Defaulted,No,58,Consolidation
DEBTX00828,SMB541,Bank Z,Credit Line,557107,255945,23.79,13625,2025-11-02,Overdue,Yes,69,Refinancing
DEBTX00829,SMB538,Private Financier,Mortgage Loan,1025158,815913,17.74,53462,2025-12-10,Closed,Yes,26,Negotiation
DEBTX00830,SMB545,Bank Y,Equipment Loan,1108617,565924,27.52,25205,2026-02-13,Defaulted,Yes,34,Refinancing
DEBTX00831,SMB513,NBFC Capital,Credit Line,91688,17158,11.88,624,2026-02-19,Current,No,59,Negotiation
DEBTX00832,SMB507,NBFC Capital,Working Capital,797481,50043,12.5,5758,2025-04-29,Overdue,Yes,83,Refinancing
DEBTX00833,SMB519,Bank Y,Term Loan,754275,593640,25.98,35840,2025-10-04,Defaulted,Yes,63,Refinancing
DEBTX00834,SMB532,Bank X,Term Loan,755542,361161,24.11,26050,2025-04-06,Current,Yes,34,Refinancing
DEBTX00835,SMB520,Bank Z,Credit Line,245365,15170,19.31,1755,2026-01-07,Overdue,No,74,Refinancing
DEBTX00836,SMB537,Private Financier,Credit Line,738973,552657,10.98,29091,2026-02-01,Defaulted,Yes,80,Negotiation
DEBTX00837,SMB523,NBFC Capital,Working Capital,925366,616940,26.81,25120,2026-05-02,Closed,Yes,68,Refinancing
DEBTX00838,SMB515,NBFC Capital,Credit Line,383729,8047,10.97,509,2025-12-18,Closed,No,71,Negotiation
DEBTX00839,SMB507,Bank Z,Working Capital,559993,374856,24.36,14334,2025-01-17,Defaulted,Yes,59,Refinancing
DEBTX00840,SMB538,Bank Y,Credit Line,176071,44076,7.4,4488,2025-09-11,Defaulted,No,68,Negotiation
DEBTX00841,SMB510,Bank Z,Mortgage Loan,1138196,743585,11.4,76399,2025-06-07,Current,Yes,71,Refinancing
DEBTX00842,SMB530,Bank X,Equipment Loan,835625,39147,21.1,4056,2025-08-26,Closed,Yes,67,Consolidation
DEBTX00843,SMB517,Private Financier,Working Capital,1153700,1001392,19.55,84185,2025-02-04,Overdue,Yes,43,Consolidation
DEBTX00844,SMB545,Private Financier,Working Capital,164587,85407,25.54,2601,2025-06-13,Current,Yes,52,Refinancing
DEBTX00845,SMB506,Private Financier,Working Capital,1020042,729643,13.84,65321,2025-06-26,Closed,Yes,81,Avalanche
DEBTX00846,SMB538,NBFC Capital,Credit Line,935406,13614,7.94,1235,2025-02-14,Defaulted,Yes,72,Negotiation
DEBTX00847,SMB516,Bank Y,Term Loan,124528,116870,8.71,9781,2025-02-13,Closed,Yes,58,Consolidation
DEBTX00848,SMB538,Bank Z,Credit Line,74745,60825,17.42,2623,2025-10-08,Current,No,66,Avalanche
DEBTX00849,SMB538,Bank X,Mortgage Loan,939425,187904,22.63,10298,2025-06-12,Defaulted,Yes,69,Negotiation
DEBTX00850,SMB534,Private Financier,Equipment Loan,446252,262550,8.56,17197,2026-04-04,Overdue,Yes,42,Refinancing
DEBTX00851,SMB535,Private Financier,Mortgage Loan,170668,72969,23.48,6607,2025-10-24,Defaulted,Yes,52,Negotiation
DEBTX00852,SMB549,Bank Z,Mortgage Loan,1138842,781354,17.76,25308,2025-06-12,Closed,Yes,40,Negotiation
DEBTX00853,SMB515,Bank Y,Credit Line,953684,267870,9.72,18862,2025-09-13,Closed,Yes,25,Consolidation
DEBTX00854,SMB502,Bank X,Working Capital,1079467,40236,22.46,4637,2026-02-08,Current,Yes,59,Refinancing
DEBTX00855,SMB503,Bank Y,Term Loan,1011402,639237,8.97,66762,2025-05-07,Overdue,Yes,63,Consolidation
DEBTX00856,SMB540,Bank Y,Term Loan,564634,540031,13.29,60943,2026-02-26,Closed,Yes,57,Negotiation
DEBTX00857,SMB526,Bank X,Term Loan,474056,380177,16.75,19715,2025-12-10,Defaulted,Yes,63,Consolidation
DEBTX00858,SMB505,Bank X,Mortgage Loan,223181,30940,9.15,1781,2025-09-25,Current,No,54,Avalanche
DEBTX00859,SMB514,Private Financier,Credit Line,1034407,858430,7.73,95165,2025-02-25,Defaulted,Yes,62,Consolidation
DEBTX00860,SMB536,NBFC Capital,Credit Line,985943,151605,40.76,15709,2025-01-18,Overdue,Yes,88,Refinancing
DEBTX00861,SMB517,Bank X,Term Loan,93446,85300,24.32,5795,2025-11-05,Overdue,No,43,Negotiation
DEBTX00862,SMB516,Bank Z,Equipment Loan,666446,364348,25.84,28381,2026-02-04,Closed,Yes,75,Refinancing
DEBTX00863,SMB516,Bank Z,Term Loan,172061,131317,27.43,10825,2026-01-30,Closed,No,82,Refinancing
DEBTX00864,SMB501,Bank Z,Mortgage Loan,455748,224154,21.58,20086,2025-05-07,Current,Yes,40,Negotiation
DEBTX00865,SMB525,NBFC Capital,Mortgage Loan,467277,33927,22.38,2033,2025-08-04,Closed,Yes,32,Refinancing
DEBTX00866,SMB547,Bank X,Working Capital,898911,94494,9.49,6750,2025-02-25,Closed,Yes,50,Consolidation
DEBTX00867,SMB548,Bank X,Equipment Loan,512644,345459,27.87,23634,2025-02-04,Overdue,Yes,44,Consolidation
DEBTX00868,SMB515,Bank Z,Mortgage Loan,103184,90936,10.69,8073,2026-01-08,Closed,No,35,Avalanche
DEBTX00869,SMB515,NBFC Capital,Equipment Loan,122128,42649,23.53,4633,2026-04-21,Defaulted,No,72,Negotiation
DEBTX00870,SMB547,Bank Z,Equipment Loan,861500,774421,16.72,72118,2025-12-13,Overdue,Yes,54,Refinancing
DEBTX00871,SMB514,Private Financier,Equipment Loan,958305,471899,6.3,51812,2026-01-01,Current,Yes,77,Avalanche
DEBTX00872,SMB501,Bank X,Working Capital,892622,764024,9.02,58339,2025-05-18,Defaulted,Yes,27,Consolidation
DEBTX00873,SMB522,Bank Y,Mortgage Loan,927866,499507,22.88,58689,2025-08-19,Defaulted,Yes,58,Refinancing
DEBTX00874,SMB530,Bank X,Equipment Loan,380607,380607,10.94,13663,2025-06-28,Defaulted,No,98,Consolidation
DEBTX00875,SMB545,Bank Z,Mortgage Loan,1078474,410095,23.03,39066,2025-07-21,Current,Yes,47,Refinancing
DEBTX00876,SMB511,Bank Z,Working Capital,935534,657886,21.48,58253,2025-01-21,Defaulted,Yes,54,Consolidation
DEBTX00877,SMB516,NBFC Capital,Equipment Loan,87261,78094,25.87,4793,2025-07-05,Defaulted,Yes,33,Refinancing
DEBTX00878,SMB545,Bank Y,Working Capital,937933,787182,6.23,46921,2026-03-31,Current,Yes,36,Snowball
DEBTX00879,SMB536,Private Financier,Equipment Loan,633718,570747,27.97,42915,2025-12-06,Closed,Yes,59,Refinancing
DEBTX00880,SMB504,Bank X,Credit Line,642763,289961,27.63,15648,2025-03-28,Overdue,Yes,61,Consolidation
DEBTX00881,SMB528,Bank Z,Working Capital,1057058,560728,8.74,47188,2025-06-13,Defaulted,Yes,50,Consolidation
DEBTX00882,SMB520,Bank X,Credit Line,681295,40401,6.06,1925,2025-11-15,Defaulted,Yes,61,Negotiation
DEBTX00883,SMB525,Bank Z,Mortgage Loan,60885,25261,13.83,2716,2025-04-12,Overdue,No,33,Negotiation
DEBTX00884,SMB510,Bank Z,Working Capital,709288,138602,19.88,7795,2025-10-12,Defaulted,Yes,36,Refinancing
DEBTX00885,SMB546,Bank Y,Mortgage Loan,332115,266340,15.84,30062,2025-09-05,Closed,Yes,39,Refinancing
DEBTX00886,SMB549,Bank Y,Working Capital,875689,627672,9.74,19419,2026-04-20,Current,Yes,84,Avalanche
